"","parl_id","syls","parly","gender","name","wikidataid","constituency","region","msp_type","office_held"
"1",1741,131972,"1st","F","Annabel Goldie","Q544742",NA,"West of Scotland","Region",NA
"2",1751,57154,"1st","F","Cathie Craigie","Q544715","Cumbernauld and Kilsyth","Central Scotland","Constituency",NA
"3",1752,208303,"1st","F","Cathy Jamieson","Q727460","Carrick, Cumnock and Doon Valley","South of Scotland","Constituency",NA
"4",1752,208303,"1st","F","Cathy Jamieson","Q727460","Carrick, Cumnock and Doon Valley","South of Scotland","Constituency","The Minister for Education and Young People"
"5",1754,58450,"1st","F","Cathy Peattie","Q1051152","Falkirk East","Central Scotland","Constituency",NA
"6",1756,189063,"1st","F","Christine Grahame","Q467108",NA,"South of Scotland","Region",NA
"7",1762,91893,"1st","F","Dorothy-Grace Elder","Q1168523",NA,"Glasgow","Region",NA
"8",1768,104226,"1st","F","Elaine Murray","Q1324826","Dumfries","South of Scotland","Constituency",NA
"9",1768,104226,"1st","F","Elaine Murray","Q1324826","Dumfries","South of Scotland","Constituency","The Deputy Minister for Tourism, Culture and Sport"
"10",1769,64475,"1st","F","Elaine Smith","Q305347","Coatbridge and Chryston","Central Scotland","Constituency",NA
"11",1770,79913,"1st","F","Elaine Thomson","Q1324835","Aberdeen North","North East Scotland","Constituency",NA
"12",1770,79913,"1st","F","Elaine Thomson","Q1324835","Aberdeen North","North East Scotland","Constituency","The Ministerial Parliamentary Aide to the Minister for Enterprise, Transport and Lifelong Learning"
"13",1773,164165,"1st","F","Fiona Hyslop","Q1418512",NA,"Lothians","Region",NA
"14",1775,83686,"1st","F","Fiona McLeod","Q1418528",NA,"West of Scotland","Region",NA
"15",1778,42691,"1st","F","Helen Eadie","Q1396732","Dunfermline East","Mid Scotland and Fife","Constituency",NA
"16",1781,136047,"1st","F","Irene McGugan","Q1672546",NA,"North East Scotland","Region",NA
"17",1782,48631,"1st","F","Irene Oldfather","Q1672558","Cunninghame South","South of Scotland","Constituency",NA
"18",1783,160804,"1st","F","Jackie Baillie","Q544729","Dumbarton","West of Scotland","Constituency","The Deputy Minister for Communities"
"19",1783,160804,"1st","F","Jackie Baillie","Q544729","Dumbarton","West of Scotland","Constituency","The Minister for Social Justice"
"20",1783,160804,"1st","F","Jackie Baillie","Q544729","Dumbarton","West of Scotland","Constituency",NA
"21",1791,44693,"1st","F","Janis Hughes","Q780646","Glasgow Rutherglen","Glasgow","Constituency",NA
"22",1791,44693,"1st","F","Janis Hughes","Q780646","Glasgow Rutherglen","Glasgow","Constituency","The Ministerial Parliamentary Aide to the Minister for Tourism, Culture and Sport"
"23",1803,71918,"1st","F","Karen Gillon","Q1729243","Clydesdale","South of Scotland","Constituency",NA
"24",1805,66177,"1st","F","Karen Whitefield","Q1344022","Airdrie and Shotts","Central Scotland","Constituency",NA
"25",1805,66177,"1st","F","Karen Whitefield","Q1344022","Airdrie and Shotts","Central Scotland","Constituency","The Ministerial Parliamentary Aide to the Solicitor General for Scotland"
"26",1807,27965,"1st","F","Kate Maclean","Q1735695","Dundee West","North East Scotland","Constituency",NA
"27",1811,68937,"1st","F","Kay Ullrich","Q1737405",NA,"West of Scotland","Region",NA
"28",1814,115137,"1st","F","Linda Fabiani","Q467097",NA,"Central Scotland","Region",NA
"29",1820,185574,"1st","F","Margaret Curran","Q291748","Glasgow Baillieston","Glasgow","Constituency",NA
"30",1820,185574,"1st","F","Margaret Curran","Q291748","Glasgow Baillieston","Glasgow","Constituency","The Deputy Minister for Social Justice"
"31",1820,185574,"1st","F","Margaret Curran","Q291748","Glasgow Baillieston","Glasgow","Constituency","The Minister for Social Justice"
"32",1821,57200,"1st","F","Margaret Ewing","Q333903","Moray","Highlands and Islands","Constituency",NA
"33",1823,34122,"1st","F","Margaret Jamieson","Q1894852","Kilmarnock and Loudoun","Central Scotland","Constituency",NA
"34",1826,150875,"1st","F","Margaret Smith","Q1894898","Edinburgh West","Lothians","Constituency",NA
"35",1828,95420,"1st","F","Margo MacDonald","Q334376",NA,"Lothians","Region",NA
"36",1832,39040,"1st","F","Marilyn Livingstone","Q1281543","Kirkcaldy","Mid Scotland and Fife","Constituency",NA
"37",1837,101265,"1st","F","Mary Mulligan","Q1267804","Linlithgow","Lothians","Constituency",NA
"38",1837,101265,"1st","F","Mary Mulligan","Q1267804","Linlithgow","Lothians","Constituency","The Deputy Minister for Health and Community Care"
"39",1839,195976,"1st","F","Mary Scanlon","Q1906394",NA,"Highlands and Islands","Region",NA
"40",1840,120158,"1st","F","Maureen Macmillan","Q1300245",NA,"Highlands and Islands","Region",NA
"41",1848,194551,"1st","F","Nicola Sturgeon","Q467112",NA,"Glasgow","Region",NA
"42",1850,118494,"1st","F","Nora Radcliffe","Q1996594","Gordon","North East Scotland","Constituency",NA
"43",1853,74201,"1st","F","Patricia Ferguson","Q2057182","Glasgow Maryhill","Glasgow","Constituency","The Deputy Presiding Officer"
"44",1853,74201,"1st","F","Patricia Ferguson","Q2057182","Glasgow Maryhill","Glasgow","Constituency","The Minister for Parliamentary Business"
"45",1854,83490,"1st","F","Trish Godman","Q2057190","West Renfrewshire","West of Scotland","Constituency",NA
"46",1857,139878,"1st","F","Pauline McNeill","Q2063795","Glasgow Kelvin","Glasgow","Constituency",NA
"47",1860,68694,"1st","F","Rhoda Grant","Q769138",NA,"Highlands and Islands","Region",NA
"48",1860,68694,"1st","F","Rhoda Grant","Q769138",NA,"Highlands and Islands","Region","The Ministerial Parliamentary Aide to the Minister for Social Justice"
"49",1862,120882,"1st","F","Rhona Brankin","Q544064","Midlothian","Lothians","Constituency","The Deputy Minister for Culture and Sport"
"50",1862,120882,"1st","F","Rhona Brankin","Q544064","Midlothian","Lothians","Constituency","The Deputy Minister for Environment and Rural Development"
"51",1862,120882,"1st","F","Rhona Brankin","Q544064","Midlothian","Lothians","Constituency",NA
"52",1863,222738,"1st","F","Roseanna Cunningham","Q333953","Perth","Mid Scotland and Fife","Constituency",NA
"53",1865,81586,"1st","F","Sandra White","Q466861",NA,"Glasgow","Region",NA
"54",1866,284009,"1st","F","Sarah Boyack","Q544089","Edinburgh Central","Lothians","Constituency","The Minister for Transport and the Environment"
"55",1866,284009,"1st","F","Sarah Boyack","Q544089","Edinburgh Central","Lothians","Constituency","The Minister for Transport and Telecommunications"
"56",1866,284009,"1st","F","Sarah Boyack","Q544089","Edinburgh Central","Lothians","Constituency","The Minister for Transport and Planning"
"57",1866,284009,"1st","F","Sarah Boyack","Q544089","Edinburgh Central","Lothians","Constituency",NA
"58",1870,123938,"1st","F","Shona Robison","Q444675",NA,"North East Scotland","Region",NA
"59",1871,227424,"1st","F","Susan Deacon","Q544755","Edinburgh East and Musselburgh","Lothians","Constituency","The Minister for Health and Community Care"
"60",1871,227424,"1st","F","Susan Deacon","Q544755","Edinburgh East and Musselburgh","Lothians","Constituency",NA
"61",1873,79894,"1st","F","Sylvia Jackson","Q2374216","Stirling","Mid Scotland and Fife","Constituency",NA
"62",1873,79894,"1st","F","Sylvia Jackson","Q2374216","Stirling","Mid Scotland and Fife","Constituency","The Ministerial Parliamentary Aide to the Minister for Health and Community Care"
"63",1876,136397,"1st","F","Tricia Marwick","Q540435",NA,"Mid Scotland and Fife","Region",NA
"64",1877,170900,"1st","F","Wendy Alexander","Q511689","Paisley North","West of Scotland","Constituency","The Minister for Communities"
"65",1877,170900,"1st","F","Wendy Alexander","Q511689","Paisley North","West of Scotland","Constituency","The Minister for Enterprise and Lifelong Learning"
"66",1877,170900,"1st","F","Wendy Alexander","Q511689","Paisley North","West of Scotland","Constituency","The Minister for Enterprise, Transport and Lifelong Learning"
"67",1877,170900,"1st","F","Wendy Alexander","Q511689","Paisley North","West of Scotland","Constituency",NA
"68",1878,56937,"1st","F","Winnie Ewing","Q334015",NA,"Highlands and Islands","Region",NA
"69",1882,78270,"1st","M","Adam Ingram","Q349826",NA,"South of Scotland","Region",NA
"70",1888,151352,"1st","M","Alasdair Morgan","Q662910","Galloway and Upper Nithsdale","South of Scotland","Constituency",NA
"71",1889,127128,"1st","M","Alasdair Morrison","Q1669774","Western Isles","Highlands and Islands","Constituency","The Deputy Minister for Enterprise and Lifelong Learning and Gaelic"
"72",1889,127128,"1st","M","Alasdair Morrison","Q1669774","Western Isles","Highlands and Islands","Constituency",NA
"73",1892,109290,"1st","M","Alex Fergusson","Q559046",NA,"South of Scotland","Region",NA
"74",1893,98950,"1st","M","Alex Johnstone","Q2641395",NA,"North East Scotland","Region",NA
"75",1894,141363,"1st","M","Alex Neil","Q1515752",NA,"Central Scotland","Region",NA
"76",1895,77661,"1st","M","Alex Salmond","Q10652","Banff and Buchan","North East Scotland","Constituency",NA
"77",1901,197806,"1st","M","Allan Wilson","Q2648077","Cunninghame North","West of Scotland","Constituency",NA
"78",1901,197806,"1st","M","Allan Wilson","Q2648077","Cunninghame North","West of Scotland","Constituency","The Deputy Minister for Culture and Sport"
"79",1901,197806,"1st","M","Allan Wilson","Q2648077","Cunninghame North","West of Scotland","Constituency","The Deputy Minister for Sport, the Arts and Culture"
"80",1901,197806,"1st","M","Allan Wilson","Q2648077","Cunninghame North","West of Scotland","Constituency","The Deputy Minister for Environment and Rural Development"
"81",1906,41423,"1st","M","Andrew Welsh","Q334000","Angus","North East Scotland","Constituency",NA
"82",1907,163215,"1st","M","Andrew Wilson","Q16213334",NA,"Central Scotland","Region",NA
"83",1908,120734,"1st","M","Andy Kerr","Q526409","East Kilbride","Central Scotland","Constituency",NA
"84",1908,120734,"1st","M","Andy Kerr","Q526409","East Kilbride","Central Scotland","Constituency","The Minister for Finance and Public Services"
"85",1911,190159,"1st","M","Angus MacKay","Q544484","Edinburgh South","Lothians","Constituency","The Deputy Minister for Justice"
"86",1911,190159,"1st","M","Angus MacKay","Q544484","Edinburgh South","Lothians","Constituency","The Minister for Finance and Local Government"
"87",1911,190159,"1st","M","Angus MacKay","Q544484","Edinburgh South","Lothians","Constituency",NA
"88",1916,112804,"1st","M","Ben Wallace","Q263166",NA,"North East Scotland","Region",NA
"89",1926,118384,"1st","M","Brian Adam","Q570298",NA,"North East Scotland","Region",NA
"90",1928,72751,"1st","M","Brian Fitzpatrick","Q912167","Strathkelvin and Bearsden","West of Scotland","Constituency",NA
"91",1930,177040,"1st","M","Brian Monteith","Q912776",NA,"Mid Scotland and Fife","Region",NA
"92",1931,81165,"1st","M","Bristow Muldoon","Q917995","Livingston","Lothians","Constituency",NA
"93",1932,119941,"1st","M","Bruce Crawford","Q559391",NA,"Mid Scotland and Fife","Region",NA
"94",1950,94909,"1st","M","Colin Campbell","Q1108388",NA,"West of Scotland","Region",NA
"95",1956,242060,"1st","M","David Davidson","Q1174169",NA,"North East Scotland","Region",NA
"96",1961,249678,"1st","M","David McLetchie","Q1175613",NA,"Lothians","Region",NA
"97",1962,149762,"1st","M","David Mundell","Q333520",NA,"South of Scotland","Region",NA
"98",1968,104494,"1st","M","Dennis Canavan","Q1189028","Falkirk West","Central Scotland","Constituency",NA
"99",1970,156718,"1st","M","Des McNulty","Q1200458","Clydebank and Milngavie","West of Scotland","Constituency",NA
"100",1970,156718,"1st","M","Des McNulty","Q1200458","Clydebank and Milngavie","West of Scotland","Constituency","The Deputy Minister for Social Justice"
"101",1972,159581,"1st","M","Donald Dewar","Q333158","Glasgow Anniesland","Glasgow","Constituency","The First Minister"
"102",1973,229075,"1st","M","Donald Gorrie","Q334137",NA,"Central Scotland","Region",NA
"103",1985,130487,"1st","M","Duncan Hamilton","Q1265397",NA,"Highlands and Islands","Region",NA
"104",1986,46856,"1st","M","Duncan McNeil","Q1265439","Greenock and Inverclyde","West of Scotland","Constituency",NA
"105",1990,135078,"1st","M","Euan Robson","Q1372069","Roxburgh and Berwickshire","South of Scotland","Constituency",NA
"106",1990,135078,"1st","M","Euan Robson","Q1372069","Roxburgh and Berwickshire","South of Scotland","Constituency","The Deputy Minister for Parliament"
"107",1990,135078,"1st","M","Euan Robson","Q1372069","Roxburgh and Berwickshire","South of Scotland","Constituency","The Deputy Minister for Parliamentary Business"
"108",1994,191637,"1st","M","Fergus Ewing","Q559022","Inverness East, Nairn and Lochaber","Highlands and Islands","Constituency",NA
"109",1996,108359,"1st","M","Frank McAveety","Q1443752","Glasgow Shettleston","Glasgow","Constituency","The Deputy Minister for Local Government"
"110",1996,108359,"1st","M","Frank McAveety","Q1443752","Glasgow Shettleston","Glasgow","Constituency",NA
"111",1996,108359,"1st","M","Frank McAveety","Q1443752","Glasgow Shettleston","Glasgow","Constituency","The Deputy Minister for Health and Community Care"
"112",2003,170643,"1st","M","George Lyon","Q956623","Argyll and Bute","Highlands and Islands","Constituency",NA
"113",2005,126626,"1st","M","George Reid","Q334480",NA,"Mid Scotland and Fife","Region","The Deputy Presiding Officer"
"114",2010,49819,"1st","M","Gil Paterson","Q200615",NA,"Central Scotland","Region",NA
"115",2013,55965,"1st","M","Gordon Jackson","Q1439561","Glasgow Govan","Glasgow","Constituency",NA
"116",2028,252466,"1st","M","Henry McLeish","Q333820","Central Fife","Mid Scotland and Fife","Constituency","The Minister for Enterprise and Lifelong Learning"
"117",2028,252466,"1st","M","Henry McLeish","Q333820","Central Fife","Mid Scotland and Fife","Constituency","The First Minister"
"118",2028,252466,"1st","M","Henry McLeish","Q333820","Central Fife","Mid Scotland and Fife","Constituency",NA
"119",2029,118064,"1st","M","Hugh Henry","Q5931093","Paisley South","West of Scotland","Constituency",NA
"120",2029,118064,"1st","M","Hugh Henry","Q5931093","Paisley South","West of Scotland","Constituency","The Deputy Minister for Health and Community Care"
"121",2029,118064,"1st","M","Hugh Henry","Q5931093","Paisley South","West of Scotland","Constituency","The Deputy Minister for Social Justice"
"122",2029,118064,"1st","M","Hugh Henry","Q5931093","Paisley South","West of Scotland","Constituency","The Deputy Minister for Justice"
"123",2033,235825,"1st","M","Iain Gray","Q1421398","Edinburgh Pentlands","Lothians","Constituency","The Deputy Minister for Health and Community Care"
"124",2033,235825,"1st","M","Iain Gray","Q1421398","Edinburgh Pentlands","Lothians","Constituency","The Deputy Minister for Justice"
"125",2033,235825,"1st","M","Iain Gray","Q1421398","Edinburgh Pentlands","Lothians","Constituency","The Minister for Social Justice"
"126",2033,235825,"1st","M","Iain Gray","Q1421398","Edinburgh Pentlands","Lothians","Constituency","The Minister for Enterprise, Transport and Lifelong Learning"
"127",2038,128713,"1st","M","Iain Smith","Q1655380","North East Fife","Mid Scotland and Fife","Constituency","The Deputy Minister for Parliament"
"128",2038,128713,"1st","M","Iain Smith","Q1655380","North East Fife","Mid Scotland and Fife","Constituency",NA
"129",2044,141996,"1st","M","Ian Jenkins","Q765484","Tweeddale, Ettrick and Lauderdale","South of Scotland","Constituency",NA
"130",2051,960,"1st","M","Ian Welsh","Q1440785","Ayr","South of Scotland","Constituency",NA
"131",2052,411905,"1st","M","Jack McConnell","Q132040","Motherwell and Wishaw","Central Scotland","Constituency","The Minister for Finance"
"132",2052,411905,"1st","M","Jack McConnell","Q132040","Motherwell and Wishaw","Central Scotland","Constituency","The Minister for Education, Europe and External Affairs"
"133",2052,411905,"1st","M","Jack McConnell","Q132040","Motherwell and Wishaw","Central Scotland","Constituency","The First Minister"
"134",2056,167298,"1st","M","James Douglas-Hamilton","Q333795",NA,"Lothians","Region",NA
"135",2066,144096,"1st","M","Jamie McGrigor","Q1680794",NA,"Highlands and Islands","Region",NA
"136",2068,115012,"1st","M","Jamie Stone","Q1681420","Caithness, Sutherland and Easter Ross","Highlands and Islands","Constituency",NA
"137",2077,450166,"1st","M","Jim Wallace","Q333807","Orkney","Highlands and Islands","Constituency",NA
"138",2077,450166,"1st","M","Jim Wallace","Q333807","Orkney","Highlands and Islands","Constituency","The Deputy First Minister and Minister for Justice"
"139",2080,117056,"1st","F","Johann Lamont","Q544698","Glasgow Pollok","Glasgow","Constituency",NA
"140",2085,85059,"1st","M","John Farquhar Munro","Q1225080","Ross, Skye and Inverness West","Highlands and Islands","Constituency",NA
"141",2090,120294,"1st","M","John McAllion","Q1379003","Dundee East","North East Scotland","Constituency",NA
"142",2098,223498,"1st","M","John Swinney","Q333811","North Tayside","Mid Scotland and Fife","Constituency",NA
"143",2099,61940,"1st","M","John Young","Q937340",NA,"West of Scotland","Region",NA
"144",2100,96922,"1st","M","John Home Robertson","Q1700483","East Lothian","South of Scotland","Constituency","The Deputy Minister for Rural Affairs"
"145",2100,96922,"1st","M","John Home Robertson","Q1700483","East Lothian","South of Scotland","Constituency",NA
"146",2105,116565,"1st","M","Keith Harding","Q1738052",NA,"Mid Scotland and Fife","Region",NA
"147",2106,135933,"1st","M","Keith Raffan","Q1738083",NA,"Mid Scotland and Fife","Region",NA
"148",2108,72772,"1st","M","Ken Macintosh","Q1738887","Eastwood","West of Scotland","Constituency",NA
"149",2108,72772,"1st","M","Ken Macintosh","Q1738887","Eastwood","West of Scotland","Constituency","The Ministerial Parliamentary Aide to the Minister for Education and Young People"
"150",2110,188639,"1st","M","Kenneth Gibson","Q944741",NA,"Glasgow","Region",NA
"151",2112,170812,"1st","M","Kenny MacAskill","Q983174",NA,"Lothians","Region",NA
"152",2117,183424,"1st","M","Lewis Macdonald","Q1822125","Aberdeen Central","North East Scotland","Constituency",NA
"153",2117,183424,"1st","M","Lewis Macdonald","Q1822125","Aberdeen Central","North East Scotland","Constituency","The Deputy Minister for Transport and Planning"
"154",2117,183424,"1st","M","Lewis Macdonald","Q1822125","Aberdeen Central","North East Scotland","Constituency","The Deputy Minister for Enterprise, Transport and Lifelong Learning"
"155",2118,79644,"1st","M","Lloyd Quinan","Q1486950",NA,"West of Scotland","Region",NA
"156",2122,112877,"1st","F","Lyndsay McIntosh","Q1404958",NA,"Central Scotland","Region",NA
"157",2123,284786,"1st","M","Malcolm Chisholm","Q1886983","Edinburgh North and Leith","Lothians","Constituency",NA
"158",2123,284786,"1st","M","Malcolm Chisholm","Q1886983","Edinburgh North and Leith","Lothians","Constituency","The Deputy Minister for Health and Community Care"
"159",2123,284786,"1st","M","Malcolm Chisholm","Q1886983","Edinburgh North and Leith","Lothians","Constituency","The Minister for Health and Community Care"
"160",2133,131549,"1st","M","Michael Matheson","Q121780",NA,"Central Scotland","Region",NA
"161",2134,37479,"1st","M","Michael McMahon","Q2439870","Hamilton North and Bellshill","Central Scotland","Constituency",NA
"162",2134,37479,"1st","M","Michael McMahon","Q2439870","Hamilton North and Bellshill","Central Scotland","Constituency","The Ministerial Parliamentary Aide to the First Minister"
"163",2135,256694,"1st","M","Michael Russell","Q1929110",NA,"South of Scotland","Region",NA
"164",2140,194111,"1st","M","Mike Rumbles","Q1436381","West Aberdeenshire and Kincardine","North East Scotland","Constituency",NA
"165",2142,100800,"1st","M","Mike Watson","Q1929744","Glasgow Cathcart","Glasgow","Constituency",NA
"166",2142,100800,"1st","M","Mike Watson","Q1929744","Glasgow Cathcart","Glasgow","Constituency","The Minister for Tourism, Culture and Sport"
"167",2148,206701,"1st","M","Murray Tosh","Q1953855",NA,"South of Scotland","Region",NA
"168",2148,206701,"1st","M","Murray Tosh","Q1953855",NA,"South of Scotland","Region","The Deputy Presiding Officer"
"169",2152,51579,"1st","M","Nick Johnston","Q1985419",NA,"Mid Scotland and Fife","Region",NA
"170",2154,151913,"1st","M","Nicol Stephen","Q333630","Aberdeen South","North East Scotland","Constituency","The Deputy Minister for Enterprise and Lifelong Learning and Gaelic"
"171",2154,151913,"1st","M","Nicol Stephen","Q333630","Aberdeen South","North East Scotland","Constituency","The Deputy Minister for Education, Europe and External Affairs"
"172",2154,151913,"1st","M","Nicol Stephen","Q333630","Aberdeen South","North East Scotland","Constituency","The Deputy Minister for Education and Young People"
"173",2159,40115,"1st","M","Paul Martin","Q2061163","Glasgow Springburn","Glasgow","Constituency",NA
"174",2159,40115,"1st","M","Paul Martin","Q2061163","Glasgow Springburn","Glasgow","Constituency","The Ministerial Parliamentary Aide to the Minister for Finance and Public Services"
"175",2167,231078,"1st","M","Peter Peacock","Q2077496",NA,"Highlands and Islands","Region","The Deputy Minister for Children and Education"
"176",2167,231078,"1st","M","Peter Peacock","Q2077496",NA,"Highlands and Islands","Region","The Deputy Minister for Finance and Local Government"
"177",2167,231078,"1st","M","Peter Peacock","Q2077496",NA,"Highlands and Islands","Region","The Deputy Minister for Finance and Public Services"
"178",2172,196778,"1st","M","Phil Gallie","Q333800",NA,"South of Scotland","Region",NA
"179",2180,176367,"1st","M","Richard Lochhead","Q1490268",NA,"North East Scotland","Region",NA
"180",2182,216580,"1st","M","Richard Simpson","Q2150619","Ochil","Mid Scotland and Fife","Constituency",NA
"181",2182,216580,"1st","M","Richard Simpson","Q2150619","Ochil","Mid Scotland and Fife","Constituency","The Deputy Minister for Justice"
"182",2185,205776,"1st","M","Robert Brown","Q2156625",NA,"Glasgow","Region",NA
"183",2188,139965,"1st","M","Robin Harper","Q202002",NA,"Lothians","Region",NA
"184",2202,317362,"1st","M","Ross Finnie","Q2167587",NA,"West of Scotland","Region","The Minister for Rural Affairs"
"185",2202,317362,"1st","M","Ross Finnie","Q2167587",NA,"West of Scotland","Region","The Minister for Rural Development"
"186",2202,317362,"1st","M","Ross Finnie","Q2167587",NA,"West of Scotland","Region","The Minister for Environment and Rural Development"
"187",2205,93338,"1st","M","Sam Galbraith","Q2216457","Strathkelvin and Bearsden","West of Scotland","Constituency",NA
"188",2205,93338,"1st","M","Sam Galbraith","Q2216457","Strathkelvin and Bearsden","West of Scotland","Constituency","The Minister for Children and Education"
"189",2205,93338,"1st","M","Sam Galbraith","Q2216457","Strathkelvin and Bearsden","West of Scotland","Constituency","The Minister for Environment, Sport and Culture"
"190",2207,80764,"1st","M","Scott Barrie","Q912525","Dunfermline West","Mid Scotland and Fife","Constituency",NA
"191",2207,80764,"1st","M","Scott Barrie","Q912525","Dunfermline West","Mid Scotland and Fife","Constituency","The Ministerial Parliamentary Aide to the Minister for Enterprise, Transport and Lifelong Learning"
"192",2215,86097,"1st","M","Stewart Stevenson","Q559613","Banff and Buchan","North East Scotland","Constituency",NA
"193",2223,157048,"1st","M","Tavish Scott","Q1339371","Shetland","Highlands and Islands","Constituency",NA
"194",2223,157048,"1st","M","Tavish Scott","Q1339371","Shetland","Highlands and Islands","Constituency","The Deputy Minister for Parliament"
"195",2225,180176,"1st","M","Tommy Sheridan","Q542330",NA,"Glasgow","Region",NA
"196",2228,93643,"1st","M","Tom McCabe","Q7816757","Hamilton South","Central Scotland","Constituency",NA
"197",2228,93643,"1st","M","Tom McCabe","Q7816757","Hamilton South","Central Scotland","Constituency","The Minister for Parliament"
"198",2234,213233,"1st","M","Bill Aitken","Q861907",NA,"Glasgow","Region",NA
"199",2263,294845,"1st","M","David Steel","Q333847",NA,"Lothians","Region","The Presiding Officer"
"200",2345,76278,"1st","M","John Scott","Q1701702","Ayr","South of Scotland","Constituency",NA
"201",2364,33339,"1st","M","Bill Butler","Q861989","Glasgow Anniesland","Glasgow","Constituency",NA
"202",2394,74117,"1st","M","Murdo Fraser","Q1953630",NA,"Mid Scotland and Fife","Region",NA
"203",1741,174799,"2nd","F","Annabel Goldie","Q544742",NA,"West of Scotland","Region",NA
"204",1751,61673,"2nd","F","Cathie Craigie","Q544715","Cumbernauld and Kilsyth","Central Scotland","Constituency",NA
"205",1752,282759,"2nd","F","Cathy Jamieson","Q727460","Carrick, Cumnock and Doon Valley","South of Scotland","Constituency","The Minister for Justice"
"206",1752,282759,"2nd","F","Cathy Jamieson","Q727460","Carrick, Cumnock and Doon Valley","South of Scotland","Constituency",NA
"207",1754,43590,"2nd","F","Cathy Peattie","Q1051152","Falkirk East","Central Scotland","Constituency",NA
"208",1756,243962,"2nd","F","Christine Grahame","Q467108",NA,"South of Scotland","Region",NA
"209",1768,160857,"2nd","F","Elaine Murray","Q1324826","Dumfries","South of Scotland","Constituency",NA
"210",1769,85964,"2nd","F","Elaine Smith","Q305347","Coatbridge and Chryston","Central Scotland","Constituency",NA
"211",1771,166104,"2nd","F","Eleanor Scott","Q544686",NA,"Highlands and Islands","Region",NA
"212",1771,166104,"2nd","F","Eleanor Scott","Q544686",NA,"Highlands and Islands","Region","The Presiding Officer"
"213",1771,166104,"2nd","F","Eleanor Scott","Q544686",NA,"Highlands and Islands","Region","The Deputy Presiding Officer"
"214",1773,206398,"2nd","F","Fiona Hyslop","Q1418512",NA,"Lothians","Region",NA
"215",1778,80721,"2nd","F","Helen Eadie","Q1396732","Dunfermline East","Mid Scotland and Fife","Constituency",NA
"216",1782,72202,"2nd","F","Irene Oldfather","Q1672558","Cunninghame South","South of Scotland","Constituency",NA
"217",1783,109057,"2nd","F","Jackie Baillie","Q544729","Dumbarton","West of Scotland","Constituency",NA
"218",1791,47459,"2nd","F","Janis Hughes","Q780646","Glasgow Rutherglen","Glasgow","Constituency",NA
"219",1803,83553,"2nd","F","Karen Gillon","Q1729243","Clydesdale","South of Scotland","Constituency",NA
"220",1805,111866,"2nd","F","Karen Whitefield","Q1344022","Airdrie and Shotts","Central Scotland","Constituency",NA
"221",1807,29869,"2nd","F","Kate Maclean","Q1735695","Dundee West","North East Scotland","Constituency",NA
"222",1814,120389,"2nd","F","Linda Fabiani","Q467097",NA,"Central Scotland","Region",NA
"223",1820,178912,"2nd","F","Margaret Curran","Q291748","Glasgow Baillieston","Glasgow","Constituency","The Minister for Communities"
"224",1820,178912,"2nd","F","Margaret Curran","Q291748","Glasgow Baillieston","Glasgow","Constituency","The Minister for Parliamentary Business"
"225",1821,53061,"2nd","F","Margaret Ewing","Q333903","Moray","Highlands and Islands","Constituency",NA
"226",1823,39650,"2nd","F","Margaret Jamieson","Q1894852","Kilmarnock and Loudoun","Central Scotland","Constituency",NA
"227",1826,128057,"2nd","F","Margaret Smith","Q1894898","Edinburgh West","Lothians","Constituency",NA
"228",1828,101909,"2nd","F","Margo MacDonald","Q334376",NA,"Lothians","Region",NA
"229",1831,40911,"2nd","F","Marlyn Glen","Q1285630",NA,"North East Scotland","Region",NA
"230",1832,49555,"2nd","F","Marilyn Livingstone","Q1281543","Kirkcaldy","Mid Scotland and Fife","Constituency","The Ministerial Parliamentary Aide to the First Minister"
"231",1832,49555,"2nd","F","Marilyn Livingstone","Q1281543","Kirkcaldy","Mid Scotland and Fife","Constituency",NA
"232",1837,126964,"2nd","F","Mary Mulligan","Q1267804","Linlithgow","Lothians","Constituency","The Deputy Minister for Communities"
"233",1837,126964,"2nd","F","Mary Mulligan","Q1267804","Linlithgow","Lothians","Constituency",NA
"234",1839,148335,"2nd","F","Mary Scanlon","Q1906394",NA,"Highlands and Islands","Region",NA
"235",1840,149329,"2nd","F","Maureen Macmillan","Q1300245",NA,"Highlands and Islands","Region",NA
"236",1841,28787,"2nd","F","Maureen Watt","Q540381",NA,"North East Scotland","Region",NA
"237",1845,141357,"2nd","F","Nanette Milne","Q6963426",NA,"North East Scotland","Region",NA
"238",1848,191483,"2nd","F","Nicola Sturgeon","Q467112",NA,"Glasgow","Region",NA
"239",1850,139563,"2nd","F","Nora Radcliffe","Q1996594","Gordon","North East Scotland","Constituency",NA
"240",1853,163182,"2nd","F","Patricia Ferguson","Q2057182","Glasgow Maryhill","Glasgow","Constituency","The Minister for Parliamentary Business"
"241",1853,163182,"2nd","F","Patricia Ferguson","Q2057182","Glasgow Maryhill","Glasgow","Constituency","The Minister for Tourism, Culture and Sport"
"242",1854,103792,"2nd","F","Trish Godman","Q2057190","West Renfrewshire","West of Scotland","Constituency","The Deputy Presiding Officer"
"243",1857,164313,"2nd","F","Pauline McNeill","Q2063795","Glasgow Kelvin","Glasgow","Constituency",NA
"244",1862,190568,"2nd","F","Rhona Brankin","Q544064","Midlothian","Lothians","Constituency",NA
"245",1862,190568,"2nd","F","Rhona Brankin","Q544064","Midlothian","Lothians","Constituency","The Deputy Minister for Health and Community Care"
